"https://www.ubereats.com/birmingham-al/food-delivery/jasmines-cafe/m_pvif9GRB24cG3kQw5_rQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/zaxbys-282-palisades-blvd/umZVao-5RbSUeKip5n-1Cw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/the-craft-burger-downtown/YudqYIn7SAmUAnYH0_IVBw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/kfc-828-green-springs-highway/x619IvJKRdGNNbCa-jNE5g","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/captain-ds-7718-crestwood-boulevard/R26chqCkRki2QGkAdzZhfg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/arbys-7755-crestwood-blvd/tUKHXhj0Qc6hhmMc0AJnyw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/rogue-tavern-2nd-ave-n/7biWVJXeR2eLRbSgKJruCA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/mcdonalds-1700-finley-blvd/qJdpf4tHSOmftQ7470yMng","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/big-bad-breakfast-homewood/999P1D9VR3qgkQkD__A4Cg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/boston-fish-supreme/LS0yYbbsRci8-frKouc1bw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/mcdonalds-1501-5th-avenue-s/r42xmOt4R8CUWNWN_5oRuw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/avo/KZjif6b4TtuQgYT0GjBZLA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/jersey-mikes-subs-3150-overton-road/fKxqIY5MRKmjLbZ5ws1Vyw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/krispy-krunchy-chicken-2501-ave-e/kqenYN2nRzGPXReZ35u9KA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/ocharleys-1709-fulton-rd/73HMeHOESg-9bOe9YU0M3g","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/hero-doughnuts/bMWDSEB0Q5ydtVWThhS1BA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/moes-southwest-grill-2737-highway-280/VSZPGNtQSDWty8ghz16HyA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/mcflys-bird-shoppe/4xji73uHStWAv_vTCvcyww","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/five-guys-al-1183-3345-lowery-pkwy/hu7bzb4SSO-pY6qIjyBQUA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/burger-king-1524-6th-avenue-s/8f5Low-GQm2lGw3aMDLr9g","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/guss-world-famous-fried-chicken-birmingham/0mrgXOo1R_mU7lxiPnQMsA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/outback-steakhouse-1725-fulton-road/X7H8RfKTSia5-x7B9qxcMA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/papa-johns-736-montgomery-hwy/aoGQZpEBT568Wu08joQLdw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/pops-neighborhood-grill/EphtXckzQC6G4hOWOJ70Tg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/icehouse-barbecue/AAOlPHd0TVuAXUXJsSO6Qw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/crestline-bagel-company/vgIPDHBKTwOuu0ITVKbsOg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/arbys-996-forestdale-blvd/IY3HiHQlQHahC2MtueqiwQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/ruths-chris-steak-house-brimingham-2300-woodcrest-pl/HbutugGaQMCaF8wAXxanzg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/blazin-chicken/vQynKCSTRGOwnxwwEeMHxw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/krystal-1212-pinson-st/FtsDYZ0wRGegTIU9mgKIuQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/homewood-bagel-company/wkL6Xy9sSQSiPPp2BY42Eg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/steak-out/aUWGCTH0QoWGIQBxmgwjAA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/firehouse-subs-homewood/MUWfJa4STaeovkr2IIRzAg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/arbys-227-howell-st/66yMoxlMS4yGWe8TmH319w","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/little-savannah-restaurant-%26-bar/mjc6RXJmQ8Wr77Qhj1SF9w","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/jersey-mikes-subs-1031-montgomery-highway/nN74HRyNTY63M8xQBFcRvg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/mcdonalds-2733-8th-ave/n0iOMDhgRhWGRCXNwHF8CQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/papa-johns-1429-11th-avenue-south/LrZjYJ2jTTOY5by9xJ4ptQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/churchs-chicken-4009-vanderbilt-road/YDpZtN9oT-e18vV5zunlNA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/kfc-7909-crestwood-boulevard/grG3MB2FR7WEP6V9mwrliw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/newks-eatery-611-richard-arrington-jr-blvd-s/rhKGDZXYTh2PqKNIpk_3bg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/shrimp-basket-irondale/DfvNut7PSRW33KsheNcC2w","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/rallys-1420-31st-street-sw/_IjRvlZrSgC6MVlOReP9BQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/zulas/ZPH2gdhCTiervgJAAREbPw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/black-market-bar-%26-grill/JN70pUZuS5CeZwtIQdu1rg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/first-watch-700-montgomery-hwy/OjSp6ZfaRsK-rjIZknjlSQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/shrimp-basket-homewood/llCltS-iSAifbi2odmEW8w","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/de-vincis-pizza/aN54o-NEQ8OIO8cR1eOkyQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/bobby-carls-table/hdhQelQnRDmmVDpcjejJNA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/pies-%26-pints-birmingham/egYo_OSaTwWOHpNELSh19Q","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/dairy-queen-grill-%26-chill-384-palisades-blvd/2U9V20acR5qoMRqaqkW4zg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/the-grill-at-iron-city/EifCDIuaRs2n9aTNiTp1BA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/applebees-2246-bessemer-road/TA3NjllBTPWZegXo5pf7jw","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/mooyah-2112-7th-ave-south/K4cRrUG0Sb2HT5BMG8U7rg","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/martys/iH5587JdQgyxY0GCaQ0UQQ","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/burger-king-2700-university-blvd/JKkneLY-Qymtplha8OqwtA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/arbys-1915-28th-ave-s/WaKaTqkuSbS51lhUfsQWgA","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/captain-ds-514-16th-street-south/KplP8q1cT22r1pLotloY2w","birmingham-al"
"https://www.ubereats.com/birmingham-al/food-delivery/kfc-1229-forestdale-boulevard/fQ51XtzYTEOqeyqlbuobMQ","birmingham-al"
